Mod:Item:MetaData, Localized Name
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:darkTank:0, Dark Tank
evilcraft:sanguinaryPedestal:0, Sanguinary Pedestal
evilcraft:sanguinaryPedestal:1, Sanguinary Pedestal
evilcraft:spikedPlate:0, Spiked Plate
evilcraft:spiritReanimator:0, Spirit Reanimator
evilcraft:entangledChalice:0, Entangled Chalice
evilcraft:darkPowerGemBlock:0, Dark Power Gem Block
evilcraft:gemStoneTorch:0, GemStone Torch
evilcraft:eternalWaterBlock, Eternal Water Block
evilcraft:bloodWaxedCoalBlock:0, Block of Blood-Waxed Coal
evilcraft:spiritPortal:0, Spirit Portal
evilcraft:colossalBloodChest:0, Colossal Blood Chest
evilcraft:reinforcedUndeadPlank:0, Reinforced Undead Plank
evilcraft:sanguinaryEnvironmentalAccumulator:0, Sanguinary Environmental Acc.
evilcraft:boxOfEternalClosure:0, Box of Eternal Closure
evilcraft:boxOfEternalClosure:0, Box of Eternal Closure
exnihilo:barrel:0, Oak Barrel
exnihilo:barrel:1, Spruce Barrel
exnihilo:barrel:2, Birch Barrel
exnihilo:barrel:3, Jungle Barrel
exnihilo:barrel:4, Acacia Barrel
exnihilo:barrel:5, Dark Oak Barrel
exnihilo:barrel_stone, tile.exnihilo.barrel_stone.name
exnihilo:crucible, tile.exnihilo.crucible.name
exnihilo:crucible_unfired, tile.exnihilo.crucible_unfired.name
exnihilo:dust, Dust
exnihilo:infested_leaves:0, Infested Leaves
exnihilo:sifting_table:0, Oak Sieve
exnihilo:sifting_table:1, Spruce Sieve
exnihilo:sifting_table:2, Birch Sieve
exnihilo:sifting_table:3, Jungle Sieve
exnihilo:sifting_table:4, Acacia Sieve
exnihilo:sifting_table:5, Dark Oak Sieve
exnihilo:bee_trap, Artificial Hive
exnihilo:bee_trap_treated, Scented Artificial Hive
exnihilo:exnihilo.gravel_nether, Crushed Netherrack
exnihilo:exnihilo.gravel_ender, Crushed End Stone
exnihilo:witchwater, Witch Water
Metallurgy:machine.frame, Machine Frame
Metallurgy:crusher, Crusher
Metallurgy:alloyer, Alloyer
Metallurgy:forge, Forge
Metallurgy:abstractor, Abstractor
Metallurgy:base.ore:0, Copper Ore
Metallurgy:base.ore:1, Tin Ore
Metallurgy:base.ore:2, Manganese Ore
Metallurgy:base.block:0, Copper Block
Metallurgy:base.block:1, Tin Block
Metallurgy:base.block:2, Manganese Block
Metallurgy:base.block:3, Bronze Block
Metallurgy:base.block:4, Hepatizon Block
Metallurgy:base.block:5, Damascus Steel Block
Metallurgy:base.block:6, Angmallen Block
Metallurgy:base.block:7, Steel Block
Metallurgy:base.brick:0, Copper Brick
Metallurgy:base.brick:1, Tin Brick
Metallurgy:base.brick:2, Manganese Brick
Metallurgy:base.brick:3, Bronze Brick
Metallurgy:base.brick:4, Hepatizon Brick
Metallurgy:base.brick:5, Damascus Steel Brick
Metallurgy:base.brick:6, Angmallen Brick
Metallurgy:base.brick:7, Steel Brick
Metallurgy:copper.molten, Molten Copper
Metallurgy:tin.molten, Molten Tin
Metallurgy:manganese.molten, Molten Manganese
Metallurgy:bronze.molten, Molten Bronze
Metallurgy:hepatizon.molten, Molten Hepatizon
Metallurgy:damascus.steel.molten, Molten Damascus Steel
Metallurgy:angmallen.molten, Molten Angmallen
Metallurgy:steel.molten, Molten Steel
Metallurgy:ender.ore:0, Eximite Ore
Metallurgy:ender.ore:1, Meutoite Ore
Metallurgy:ender.block:0, Eximite Block
Metallurgy:ender.block:1, Meutoite Block
Metallurgy:ender.block:2, Desichalkos Block
Metallurgy:ender.brick:0, Eximite Brick
Metallurgy:ender.brick:1, Meutoite Brick
Metallurgy:ender.brick:2, Desichalkos Brick
Metallurgy:eximite.molten, Molten Eximite
Metallurgy:meutoite.molten, Molten Meutoite
Metallurgy:desichalkos.molten, Molten Desichalkos
Metallurgy:fantasy.ore:0, Prometheum Ore
Metallurgy:fantasy.ore:1, Deep Iron Ore
Metallurgy:fantasy.ore:2, Infuscolium Ore
Metallurgy:fantasy.ore:4, Oureclase Ore
Metallurgy:fantasy.ore:5, Astral Silver Ore
Metallurgy:fantasy.ore:6, Carmot Ore
Metallurgy:fantasy.ore:7, Mithril Ore
Metallurgy:fantasy.ore:8, Rubracium Ore
Metallurgy:fantasy.ore:11, Orichalcum Ore
Metallurgy:fantasy.ore:13, Adamantine Ore
Metallurgy:fantasy.ore:14, Atlarus Ore
Metallurgy:fantasy.block:0, Prometheum Block
Metallurgy:fantasy.block:1, Deep Iron Block
Metallurgy:fantasy.block:2, Infuscolium Block
Metallurgy:fantasy.block:3, Black Steel Block
Metallurgy:fantasy.block:4, Oureclase Block
Metallurgy:fantasy.block:5, Astral Silver Block
Metallurgy:fantasy.block:6, Carmot Block
Metallurgy:fantasy.block:7, Mithril Block
Metallurgy:fantasy.block:8, Rubracium Block
Metallurgy:fantasy.block:9, Quicksilver Block
Metallurgy:fantasy.block:10, Haderoth Block
Metallurgy:fantasy.block:11, Orichalcum Block
Metallurgy:fantasy.block:12, Celenegil Block
Metallurgy:fantasy.block:13, Adamantine Block
Metallurgy:fantasy.block:14, Atlarus Block
Metallurgy:fantasy.block:15, Tartarite Block
Metallurgy:fantasy.brick:0, Prometheum Brick
Metallurgy:fantasy.brick:1, Deep Iron Brick
Metallurgy:fantasy.brick:2, Infuscolium Brick
Metallurgy:fantasy.brick:3, Black Steel Brick
Metallurgy:fantasy.brick:4, Oureclase Brick
Metallurgy:fantasy.brick:5, Astral Silver Brick
Metallurgy:fantasy.brick:6, Carmot Brick
Metallurgy:fantasy.brick:7, Mithril Brick
Metallurgy:fantasy.brick:8, Rubracium Brick
Metallurgy:fantasy.brick:9, Quicksilver Brick
Metallurgy:fantasy.brick:10, Haderoth Brick
Metallurgy:fantasy.brick:11, Orichalcum Brick
Metallurgy:fantasy.brick:12, Celenegil Brick
Metallurgy:fantasy.brick:13, Adamantine Brick
Metallurgy:fantasy.brick:14, Atlarus Brick
Metallurgy:fantasy.brick:15, Tartarite Brick
Metallurgy:prometheum.molten, Molten Prometheum
Metallurgy:deep.iron.molten, Molten Deep Iron
Metallurgy:infuscolium.molten, Molten Infuscolium
Metallurgy:black.steel.molten, Molten Black Steel
Metallurgy:oureclase.molten, Molten Oureclase
Metallurgy:astral.silver.molten, Molten Astral Silver
Metallurgy:carmot.molten, Molten Carmot
Metallurgy:mithril.molten, Molten Mithril
Metallurgy:rubracium.molten, Molten Rubracium
Metallurgy:quicksilver.molten, Molten Quicksilver
Metallurgy:haderoth.molten, Molten Haderoth
Metallurgy:orichalcum.molten, Molten Orichalcum
Metallurgy:celenegil.molten, Molten Celenegil
Metallurgy:adamantine.molten, Molten Adamantine
Metallurgy:atlarus.molten, Molten Atlarus
Metallurgy:tartarite.molten, Molten Tartarite
Metallurgy:nether.ore:0, Ignatius Ore
Metallurgy:nether.ore:1, Shadow Iron Ore
Metallurgy:nether.ore:2, Lemurite Ore
Metallurgy:nether.ore:3, Midasium Ore
Metallurgy:nether.ore:4, Vyroxeres Ore
Metallurgy:nether.ore:5, Ceruclase Ore
Metallurgy:nether.ore:6, Alduorite Ore
Metallurgy:nether.ore:7, Kalendrite Ore
Metallurgy:nether.ore:8, Vulcanite Ore
Metallurgy:nether.ore:9, Sanguinite Ore
Metallurgy:nether.block:0, Ignatius Block
Metallurgy:nether.block:1, Shadow Iron Block
Metallurgy:nether.block:2, Lemurite Block
Metallurgy:nether.block:3, Midasium Block
Metallurgy:nether.block:4, Vyroxeres Block
Metallurgy:nether.block:5, Ceruclase Block
Metallurgy:nether.block:6, Alduorite Block
Metallurgy:nether.block:7, Kalendrite Block
Metallurgy:nether.block:8, Vulcanite Block
Metallurgy:nether.block:9, Sanguinite Block
Metallurgy:nether.block:10, Shadow Steel Block
Metallurgy:nether.block:11, Inolashite Block
Metallurgy:nether.block:12, Amordrine Block
Metallurgy:nether.brick:0, Ignatius Brick
Metallurgy:nether.brick:1, Shadow Iron Brick
Metallurgy:nether.brick:2, Lemurite Brick
Metallurgy:nether.brick:3, Midasium Brick
Metallurgy:nether.brick:4, Vyroxeres Brick
Metallurgy:nether.brick:5, Ceruclase Brick
Metallurgy:nether.brick:6, Alduorite Brick
Metallurgy:nether.brick:7, Kalendrite Brick
Metallurgy:nether.brick:8, Vulcanite Brick
Metallurgy:nether.brick:9, Sanguinite Brick
Metallurgy:nether.brick:10, Shadow Steel Brick
Metallurgy:nether.brick:11, Inolashite Brick
Metallurgy:nether.brick:12, Amordrine Brick
Metallurgy:ignatius.molten, Molten Ignatius
Metallurgy:shadow.iron.molten, Molten Shadow Iron
Metallurgy:lemurite.molten, Molten Lemurite
Metallurgy:midasium.molten, Molten Midasium
Metallurgy:vyroxeres.molten, Molten Vyroxeres
Metallurgy:ceruclase.molten, Molten Ceruclase
Metallurgy:alduorite.molten, Molten Alduorite
Metallurgy:kalendrite.molten, Molten Kalendrite
Metallurgy:vulcanite.molten, Molten Vulcanite
Metallurgy:sanguinite.molten, Molten Sanguinite
Metallurgy:shadow.steel.molten, Molten Shadow Steel
Metallurgy:inolashite.molten, Molten Inolashite
Metallurgy:amordrine.molten, Molten Amordrine
Metallurgy:precious.ore:0, Zinc Ore
Metallurgy:precious.ore:1, Silver Ore
Metallurgy:precious.ore:2, Platinum Ore
Metallurgy:precious.block:0, Zinc Block
Metallurgy:precious.block:1, Silver Block
Metallurgy:precious.block:2, Platinum Block
Metallurgy:precious.block:3, Brass Block
Metallurgy:precious.block:4, Electrum Block
Metallurgy:precious.brick:0, Zinc Brick
Metallurgy:precious.brick:1, Silver Brick
Metallurgy:precious.brick:2, Platinum Brick
Metallurgy:precious.brick:3, Brass Brick
Metallurgy:precious.brick:4, Electrum Brick
Metallurgy:zinc.molten, Molten Zinc
Metallurgy:silver.molten, Molten Silver
Metallurgy:platinum.molten, Molten Platinum
Metallurgy:brass.molten, Molten Brass
Metallurgy:electrum.molten, Molten Electrum
Metallurgy:utility.ore:0, Sulfur Ore
Metallurgy:utility.ore:1, Phosphorite Ore
Metallurgy:utility.ore:2, Saltpeter Ore
Metallurgy:utility.ore:3, Magnesium Ore
Metallurgy:utility.ore:4, Bitumen Ore
Metallurgy:utility.ore:5, Potash Ore
Metallurgy:utility.block:0, Sulfur Block
Metallurgy:utility.block:1, Phosphorite Block
Metallurgy:utility.block:2, Saltpeter Block
Metallurgy:utility.block:3, Magnesium Block
Metallurgy:utility.block:4, Bitumen Block
Metallurgy:utility.block:5, Potash Block
Metallurgy:vanilla.brick:0, Gold Brick
Metallurgy:vanilla.brick:1, Iron Brick
Metallurgy:extra.storage.block:0, Block of Charcoal
Metallurgy:explosive:0, High Explosives
Metallurgy:explosive:1, Light Explosives
Metallurgy:explosive:2, Miners Explosives
Metallurgy:explosive:3, Death Explosives
Metallurgy:explosive:4, Precision Explosives
Metallurgy:tab.block:0, tile.metallurgy.tab2.block.name
exastris:barrel_thaumium, tile.exastris.barrel_thaumium.name
exastris:sieve_automatic:0, Automatic Sieve
exastris:hammer_automatic, Automatic Hammerer
exastris:endcake, tile.null.name
exastris:CobaltOreBlock:0, Cobalt Ore Gravel
exastris:CobaltOreBlock:1, Cobalt Ore Sand
exastris:CobaltOreBlock:2, Cobalt Ore Dust
exastris:ArditeOreBlock:0, Ardite Ore Gravel
exastris:ArditeOreBlock:1, Ardite Ore Sand
exastris:ArditeOreBlock:2, Ardite Ore Dust
exastris:EximiteOreBlock:0, Eximite Ore Gravel
exastris:EximiteOreBlock:1, Eximite Ore Sand
exastris:EximiteOreBlock:2, Eximite Ore Dust
exastris:MeutoiteOreBlock:0, Meutoite Ore Gravel
exastris:MeutoiteOreBlock:1, Meutoite Ore Sand
